Unnamed: 0,id,name,lat,lon,splitFailurePct,startDate,endDate,day count,startTime,endTime,days_of_week,reportID,lookup,ID,Month,Year,Time,totalVehicleVolume,start_dt,month_no,year_no,crash_count,crashes per 1000 veh,total_crashes,tot crashes per 1000 veh
32272,30.2659_-97.7463,Lavaca Street & West 3rd Street,30.26594,-97.74628,0.424,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,49061,44652,4,2022,0,0,2,0.040765578
32273,30.2687_-97.7452,West 6th Street & Lavaca Street,30.26875,-97.74523,2.219,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,76608,44652,4,2022,0,0,7,0.091374269
32274,30.2693_-97.7361,East 9th Street & Red River Street,30.2693,-97.73614,1.445,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,15919,44652,4,2022,0,0,3,0.188454049
32275,30.2748_-97.7626,West Lynn Street & West 6th Street,30.27481,-97.76265,0.455,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,53831,44652,4,2022,0,0,3,0.05572997
32276,30.2749_-97.7648,West 5th Street,30.27488,-97.76485,0.204,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,69172,44652,4,2022,0,0,4,0.057826866
32277,30.2755_-97.7463,West 12th Street & Nueces Street,30.27545,-97.74628,1.599,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,20706,44652,4,2022,0,0,1,0.04829518
32278,30.2757_-97.7642,West 6th Street,30.27574,-97.76423,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,59749,44652,4,2022,1,1.67367E-05,4,0.066946727
32279,30.2967_-97.7682,Exposition Boulevard & Windsor Road,30.29667,-97.76825,0.278,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,106840,44652,4,2022,0,0,3,0.028079371
32280,30.3078_-97.7414,West 40th Street & North Lamar Boulevard,30.30783,-97.74141,0.29,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,115439,44652,4,2022,0,0,8,0.06930067
32281,30.3170_-97.7319,West Guadalupe Street & North Lamar Boulevard,30.31697,-97.7319,1.283,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,142198,44652,4,2022,0,0,0,0
32282,30.3258_-97.7396,West North Loop Boulevard & Burnet Road,30.32583,-97.73965,0.323,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,75525,44652,4,2022,0,0,5,0.066203244
32283,30.3340_-97.7213,Brentwood Street & North Lamar Boulevard,30.33399,-97.72127,0.54,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,62485,44652,4,2022,0,0,7,0.112026886
32284,30.3378_-97.7144,West Saint John's Avenue & Guadalupe Street,30.3378,-97.71444,0.16,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,30694,44652,4,2022,1,3.25797E-05,5,0.162898286
32285,30.3385_-97.7590,Highland Crest Drive & Parkcrest Drive,30.33847,-97.75895,0.792,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,134221,44652,4,2022,0,0,1,0.007450399
32286,30.3412_-97.7789,RM 2222 & Mount Bonnell Road,30.34125,-97.7789,0.097,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,104680,44652,4,2022,0,0,0,0
32287,30.3413_-97.7696,Mesa Drive & RM 2222,30.3413,-97.76962,0.061,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,101296,44652,4,2022,1,9.87206E-06,3,0.029616174
32288,30.3633_-97.7173,Research Boulevard & Ohlen Road,30.36327,-97.71732,0.084,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,63665,44652,4,2022,2,3.14144E-05,18,0.282729914
32289,30.3827_-97.6979,Kramer Lane & Parkfield Drive,30.38272,-97.69787,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,51568,44652,4,2022,0,0,10,0.193918709
32290,30.3881_-97.7598,North Capital of Texas Highway,30.38815,-97.75983,0.097,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,268604,44652,4,2022,0,0,14,0.052121338
32291,30.3992_-97.6730,North Interstate 35 & Tech Ridge Boulevard,30.39925,-97.67299,0.062,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,110379,44652,4,2022,0,0,10,0.090596943
32292,30.4004_-97.7455,West Braker Lane,30.40036,-97.74549,0.316,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,189706,44652,4,2022,1,5.27131E-06,5,0.026356573
32293,30.4070_-97.6360,Fort Dessau Road & Dessau Road,30.407,-97.63604,0.023,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,146715,44652,4,2022,0,0,0,0
32294,30.4108_-97.7095,North Mopac Expressway & Park Bend Drive,30.41082,-97.70952,0.144,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,38189,44652,4,2022,0,0,4,0.104742203
32295,30.4173_-97.7501,Jollyville Road & Duval Road,30.41727,-97.75007,0.099,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,77221,44652,4,2022,0,0,2,0.02589969
32296,30.4306_-97.7003,Scofield Ridge Parkway,30.43058,-97.7003,0.069,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,67454,44652,4,2022,0,0,2,0.029649835
32297,30.1739_-97.8144,West Slaughter Lane,30.17388,-97.81443,0.198,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,135621,44652,4,2022,1,7.37349E-06,5,0.036867447
32298,30.1845_-97.7449,Nuckols Crossing Road,30.18447,-97.7449,0.704,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,73457,44652,4,2022,0,0,3,0.040840219
32299,30.2155_-97.7512,South Interstate 35 & East Ben White Boulevard,30.21553,-97.75121,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,73088,44652,4,2022,1,1.36821E-05,11,0.150503503
32300,30.2168_-97.7504,South Interstate 35,30.21684,-97.75041,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,79662,44652,4,2022,2,2.51061E-05,13,0.163189476
32301,30.2234_-97.8417,West William Cannon Drive & Brush Country Road,30.22338,-97.84166,0.037,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,108201,44652,4,2022,0,0,8,0.07393647
32302,30.2334_-97.8746,Highway 71 West & West US Highway 290,30.23338,-97.87463,0.487,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,222765,44652,4,2022,0,0,3,0.013467107
32303,30.2339_-97.8648,West US Highway 290 & West William Cannon Drive,30.23391,-97.86479,2.837,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,285551,44652,4,2022,4,1.4008E-05,52,0.182104072
32304,30.2436_-97.7823,South Lamar Boulevard & Barton Skyway,30.24363,-97.7823,0.041,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,103686,44652,4,2022,0,0,8,0.077156029
32305,30.2508_-97.7405,East Riverside Drive,30.25081,-97.74047,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,53988,44652,4,2022,1,1.85226E-05,4,0.074090539
32306,30.2624_-97.7411,East Cesar Chavez Street & Trinity Street,30.26242,-97.74107,0.822,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,98651,44652,4,2022,0,0,5,0.050683723
32307,30.2654_-97.7090,Pleasant Valley Road & Webberville Road,30.26543,-97.70904,0.686,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,54285,44652,4,2022,0,0,3,0.055263885
32308,30.2662_-97.7473,West 3rd Street & Guadalupe Street,30.26624,-97.74732,0.835,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,105844,44652,4,2022,0,0,5,0.047239333
32309,30.2668_-97.7383,Neches Street & East 6th Street,30.2668,-97.73827,0.225,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,32036,44652,4,2022,0,0,8,0.249719066
32310,30.2702_-97.7506,West Avenue & West 6th Street,30.27024,-97.75061,0.449,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,51718,44652,4,2022,0,0,7,0.135349395
32311,30.2731_-97.7238,East 12th Street & Comal Street,30.27314,-97.72384,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,47326,44652,4,2022,0,0,3,0.063390103
32312,30.2803_-97.7368,East Martin Luther King Jr Boulevard & Brazos Street,30.28028,-97.7368,4.674,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,130392,44652,4,2022,1,7.66918E-06,3,0.023007546
32313,30.2838_-97.7419,West 21st Street & Guadalupe Street,30.2838,-97.74194,0.844,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,121886,44652,4,2022,1,8.20439E-06,9,0.073839489
32314,30.2844_-97.7218,Lafayette Avenue & East Dean Keeton Street,30.28444,-97.72183,0.53,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,54546,44652,4,2022,0,0,1,0.01833315
32315,30.3027_-97.7382,West 38th Street & Guadalupe Street,30.30275,-97.73815,0.432,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,154102,44652,4,2022,0,0,12,0.077870501
32316,30.3071_-97.7504,West 35th Street & West 35th Street Cutoff,30.30713,-97.75044,0.414,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,113379,44652,4,2022,1,8.81998E-06,2,0.017639951
32317,30.3132_-97.7048,Cameron Road & Corona Drive,30.31321,-97.70482,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,41028,44652,4,2022,0,0,1,0.024373599
32318,30.3259_-97.7263,West Koenig Lane & North Lamar Boulevard,30.32593,-97.72634,2.257,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,180923,44652,4,2022,0,0,22,0.121598691
32319,30.3270_-97.7161,Denson Drive & Airport Boulevard,30.32702,-97.71609,0.341,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,68177,44652,4,2022,0,0,3,0.04400311
32320,30.3325_-97.7401,Northland Drive & Burnet Road,30.33251,-97.74012,2.598,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,60753,44652,4,2022,0,0,1,0.016460093
32321,30.3525_-97.7232,West Anderson Lane & Woodrow Avenue,30.3525,-97.72324,0.33,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,93731,44652,4,2022,1,1.06688E-05,5,0.053344144
32322,30.3579_-97.6875,East Rundberg Lane,30.35791,-97.6875,5.255,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,119136,44652,4,2022,2,1.67875E-05,21,0.176269138
32323,30.3613_-97.7440,West Anderson Lane,30.36125,-97.744,0.104,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,142270,44652,4,2022,0,0,1,0.007028889
32324,30.3618_-97.7469,Spicewood Springs Road & Wood Hollow Drive,30.36177,-97.74693,0.675,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,92683,44652,4,2022,0,0,0,0
32325,30.3716_-97.7857,North Capital of Texas Highway & Lakewood Drive,30.37164,-97.7857,0.047,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,316693,44652,4,2022,0,0,9,0.028418689
32326,30.3796_-97.6877,Kramer Lane & North Lamar Boulevard,30.37958,-97.68766,1.936,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,86397,44652,4,2022,0,0,8,0.092595808
32327,30.3905_-97.7416,North Capital of Texas Highway,30.39054,-97.74161,1.382,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,115807,44652,4,2022,0,0,2,0.017270113
32328,30.3983_-97.7044,Metric Boulevard,30.39831,-97.70443,0.054,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,77817,44652,4,2022,2,2.57013E-05,7,0.089954637
32329,30.4560_-97.7527,Tamayo Drive & West Parmer Lane,30.45596,-97.75275,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,157418,44652,4,2022,0,0,0,0
32330,30.4760_-97.7646,West Parmer Lane,30.47597,-97.76459,0.04,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,227573,44652,4,2022,0,0,11,0.048336138
32331,30.1908_-97.8452,Brodie Lane,30.19076,-97.8452,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,112102,44652,4,2022,0,0,1,0.008920447
32332,30.1937_-97.7497,East Stassney Lane & Palo Blanco Lane,30.19368,-97.74972,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,70052,44652,4,2022,2,2.85502E-05,7,0.099925769
32333,30.1939_-97.7568,East Stassney Lane & Dove Springs Drive,30.19394,-97.75682,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,97130,44652,4,2022,0,0,2,0.020590961
32334,30.2149_-97.7353,Todd Lane,30.21489,-97.73535,0.655,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,96031,44652,4,2022,1,1.04133E-05,31,0.322812425
32335,30.2157_-97.7441,East Ben White Boulevard & Woodward Street,30.21574,-97.74406,0.244,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,95546,44652,4,2022,1,1.04662E-05,24,0.251187909
32336,30.2224_-97.8391,West William Cannon Drive,30.22242,-97.83907,0.246,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,97501,44652,4,2022,1,1.02563E-05,5,0.051281525
32337,30.2243_-97.7709,Radam Lane & South 1st Street,30.22427,-97.77088,0.725,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,107359,44652,4,2022,0,0,8,0.074516342
32338,30.2283_-97.7894,Redd Street & Menchaca Road,30.22826,-97.78941,0.444,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,88811,44652,4,2022,0,0,9,0.101338798
32339,30.2320_-97.7915,Victory Drive & West Ben White Boulevard,30.23199,-97.79149,0.819,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,48252,44652,4,2022,0,0,4,0.082898118
32340,30.2324_-97.7204,East Riverside Drive & Wickersham Lane,30.23238,-97.72042,0.493,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,148949,44652,4,2022,1,6.71371E-06,28,0.187983807
32341,30.2388_-97.7536,West Oltorf Street & South Congress Avenue,30.23879,-97.75357,1.77,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,172200,44652,4,2022,2,1.16144E-05,29,0.168408827
32342,30.2425_-97.7172,South Lakeshore Boulevard & South Pleasant Valley Road,30.2425,-97.7172,0.32,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,94610,44652,4,2022,0,0,13,0.137406194
32343,30.2448_-97.7303,East Riverside Drive & South Lakeshore Boulevard,30.24471,-97.73041,0.309,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,125113,44652,4,2022,0,0,13,0.103906069
32344,30.2470_-97.7506,West Milton Street & South Congress Avenue,30.24702,-97.75063,0.278,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,87386,44652,4,2022,0,0,0,0
32345,30.2509_-97.8067,South Mopac Expressway,30.25094,-97.80671,0.142,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,252650,44652,4,2022,0,0,5,0.019790224
32346,30.2530_-97.7128,East Cesar Chavez Street & North Pleasant Valley Road,30.253,-97.71281,3.462,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,113006,44652,4,2022,0,0,10,0.088490877
32347,30.2599_-97.7326,East Cesar Chavez Street & Waller Street,30.25989,-97.73262,3.502,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,58142,44652,4,2022,0,0,8,0.137594166
32348,30.2640_-97.7261,East 7th Street & Comal Street,30.26397,-97.72613,1.602,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,108706,44652,4,2022,0,0,6,0.055194745
32349,30.2666_-97.7339,North Interstate 35 & East 7th Street,30.26659,-97.73385,0.578,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,220408,44652,4,2022,0,0,63,0.285833545
32350,30.2693_-97.7510,West 5th Street & West Avenue,30.26931,-97.75095,0.895,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,53860,44652,4,2022,0,0,2,0.037133309
32351,30.2764_-97.7499,West 12th Street & Shoal Creek Boulevard,30.27644,-97.7499,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,19330,44652,4,2022,0,0,0,0
32352,30.2772_-97.7705,Lake Austin Boulevard & Atlanta Street,30.27721,-97.77051,9.534,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,121449,44652,4,2022,0,0,6,0.049403453
32353,30.2802_-97.7532,Enfield Road & West 15th Street,30.28015,-97.75323,0.173,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,149442,44652,4,2022,0,0,3,0.020074678
32354,30.2837_-97.6961,East Martin Luther King Junior Boulevard & E M Franklin Avenue,30.28375,-97.69614,0.031,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,71355,44652,4,2022,1,1.40144E-05,9,0.126129914
32355,30.2847_-97.7619,Hartford Road & Enfield Road,30.28465,-97.76189,0.798,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,147473,44652,4,2022,0,0,1,0.006780902
32356,30.2879_-97.7436,West 24th Street & Nueces Street,30.28785,-97.74365,0.583,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,73477,44652,4,2022,0,0,1,0.013609701
32357,30.2898_-97.7414,Guadalupe Street & West Dean Keeton Street,30.28981,-97.74141,3.311,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,170398,44652,4,2022,0,0,9,0.052817521
32358,30.2966_-97.7421,West 30th Street & Guadalupe Street,30.2966,-97.74205,0.173,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,83710,44652,4,2022,0,0,0,0
32359,30.2997_-97.6894,Old Manor Road & East 51st Street,30.29969,-97.68936,0.041,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,52343,44652,4,2022,0,0,6,0.114628508
32360,30.3027_-97.6613,Loyola Lane & Ed Bluestein Boulevard,30.3027,-97.66127,0.291,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,103663,44652,4,2022,0,0,5,0.048233217
32361,30.3115_-97.7070,Cameron Road & Broadmoor Drive,30.31146,-97.70704,0.319,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,45346,44652,4,2022,0,0,7,0.154368632
32362,30.3141_-97.6926,Briarcliff Boulevard & Berkman Drive,30.3141,-97.69256,4.47,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,68752,44652,4,2022,0,0,8,0.116360251
32363,30.3199_-97.7270,West North Loop Boulevard & Guadalupe Street,30.31995,-97.72697,0.16,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,42315,44652,4,2022,0,0,6,0.14179369
32364,30.3741_-97.6908,Meadows Drive North & North Lamar Boulevard,30.37413,-97.69078,0.066,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,78618,44652,4,2022,0,0,9,0.114477601
32365,30.3806_-97.7160,Rutland Drive & Metric Boulevard,30.38062,-97.71598,0.185,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,85250,44652,4,2022,2,2.34604E-05,15,0.175953079
32366,30.3898_-97.7338,North Capital of Texas Highway & North Mopac Expressway,30.38979,-97.73385,0.381,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,139641,44652,4,2022,0,0,4,0.028644882
32367,30.3942_-97.7498,Great Hills Trail & Arboretum Boulevard,30.39418,-97.74976,0.196,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,73661,44652,4,2022,0,0,2,0.02715141
32368,30.3995_-97.6549,East Parmer Lane,30.39954,-97.65492,0.056,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,164841,44652,4,2022,0,0,11,0.066730971
32369,30.4309_-97.7013,North Mopac Expressway & Scofield Ridge Parkway,30.43084,-97.70128,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,32140,44652,4,2022,0,0,7,0.217797138
32370,30.1864_-97.7589,East William Cannon Drive & Stonleigh Place,30.18644,-97.75891,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,137089,44652,4,2022,0,0,6,0.043767188
32371,30.1867_-97.8550,Wolftrap Drive & West Slaughter Lane,30.18671,-97.85505,0.423,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,139453,44652,4,2022,1,7.17087E-06,5,0.035854374
32372,30.1896_-97.7412,Palo Blanco Lane & Nuckols Crossing Road,30.18958,-97.74121,0.096,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,32541,44652,4,2022,0,0,5,0.153652316
32373,30.1913_-97.7311,Teri Road & East Stassney Lane,30.19128,-97.73113,0.031,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,60069,44652,4,2022,0,0,4,0.066590088
32374,30.1971_-97.7772,Eberhart Lane & South Congress Avenue,30.19707,-97.77716,0.042,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,93258,44652,4,2022,0,0,5,0.053614703
32375,30.2127_-97.7121,Montopolis Drive & East Ben White Boulevard,30.2127,-97.71207,0.3,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,129953,44652,4,2022,0,0,1,0.00769509
32376,30.2129_-97.7785,Emerald Wood Drive & South 1st Street,30.21288,-97.7785,0.023,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,85477,44652,4,2022,0,0,5,0.058495268
32377,30.2350_-97.8521,West US Highway 290 & Old Fredericksburg Road,30.23502,-97.85211,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,12545,44652,4,2022,0,0,7,0.557991232
32378,30.2421_-97.7596,West Oltorf Street & South 1st Street,30.24211,-97.75962,1.016,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,154773,44652,4,2022,1,6.46108E-06,12,0.077532903
32379,30.2469_-97.7772,South Lamar Boulevard & Bluebonnet Lane,30.24693,-97.77723,0.142,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,118160,44652,4,2022,0,0,12,0.101557211
32380,30.2650_-97.7290,East 7th Street & Attayac Street,30.26495,-97.72896,0.083,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,98809,44652,4,2022,0,0,7,0.070843749
32381,30.2669_-97.7570,B R Reynolds Drive & West Cesar Chavez Street,30.26693,-97.75704,2.522,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,160587,44652,4,2022,0,0,0,0
32382,30.2690_-97.7463,Guadalupe Street & West 6th Street,30.26904,-97.74628,0.985,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,112748,44652,4,2022,1,8.86934E-06,22,0.195125412
32383,30.2703_-97.7434,Colorado Street & West 8th Street,30.27028,-97.74344,1.106,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,16788,44652,4,2022,0,0,2,0.119132714
32384,30.2705_-97.7404,Brazos Street & East 9th Street,30.27048,-97.74046,0.733,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,11998,44652,4,2022,0,0,0,0
32385,30.2708_-97.7379,East 10th Street & Trinity Street,30.27082,-97.73793,0,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,9685,44652,4,2022,0,0,0,0
32386,30.2727_-97.7411,West 11th Street & Congress Avenue,30.27273,-97.74109,0.607,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,53475,44652,4,2022,0,0,2,0.037400655
32387,30.2732_-97.7382,East 12th Street & San Jacinto Boulevard,30.2732,-97.73823,1.181,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,62663,44652,4,2022,0,0,1,0.015958381
32388,30.2765_-97.7382,East 15th Street & Brazos Street,30.27655,-97.73818,1.593,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,148049,44652,4,2022,0,0,1,0.00675452
32389,30.2782_-97.7441,West 15th Street & San Antonio Street,30.27821,-97.74407,0.095,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,154221,44652,4,2022,0,0,4,0.025936805
32390,30.2789_-97.6871,East 12th Street & Springdale Road,30.27894,-97.68705,0.257,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,41333,44652,4,2022,0,0,2,0.048387487
32391,30.2916_-97.7831,Lake Austin Boulevard,30.29158,-97.78306,1.317,44652,44682,21,0.625,0.75,,86099,860992022-04-0115:00:00,86099,Apr,2022,PM,87736,44652,4,2022,0,0,4,0.045591319
